column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
8911,1577-1234,8911번 테스트 문자입니다.,"8911번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354588,ABCDEFG,김유신,2023.05.31,9,LMS,8911,1577-1234,8911번 담당자님 전달 문자입니다.,"8911번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354588,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8912,1577-1234,8912번 테스트 문자입니다.,"8912번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354589,ABCDEFG,김유신,2023.05.31,9,LMS,8912,1577-1234,8912번 담당자님 전달 문자입니다.,"8912번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354589,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8913,1577-1234,8913번 테스트 문자입니다.,"8913번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354590,ABCDEFG,김유신,2023.05.31,9,LMS,8913,1577-1234,8913번 담당자님 전달 문자입니다.,"8913번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354590,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8914,1577-1234,8914번 테스트 문자입니다.,"8914번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354591,ABCDEFG,김유신,2023.05.31,9,LMS,8914,1577-1234,8914번 담당자님 전달 문자입니다.,"8914번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354591,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8915,1577-1234,8915번 테스트 문자입니다.,"8915번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354592,ABCDEFG,김유신,2023.05.31,9,LMS,8915,1577-1234,8915번 담당자님 전달 문자입니다.,"8915번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354592,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8916,1577-1234,8916번 테스트 문자입니다.,"8916번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354593,ABCDEFG,김유신,2023.05.31,9,LMS,8916,1577-1234,8916번 담당자님 전달 문자입니다.,"8916번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354593,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8917,1577-1234,8917번 테스트 문자입니다.,"8917번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354594,ABCDEFG,김유신,2023.05.31,9,LMS,8917,1577-1234,8917번 담당자님 전달 문자입니다.,"8917번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354594,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8918,1577-1234,8918번 테스트 문자입니다.,"8918번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354595,ABCDEFG,김유신,2023.05.31,9,LMS,8918,1577-1234,8918번 담당자님 전달 문자입니다.,"8918번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354595,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8919,1577-1234,8919번 테스트 문자입니다.,"8919번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354596,ABCDEFG,김유신,2023.05.31,9,LMS,8919,1577-1234,8919번 담당자님 전달 문자입니다.,"8919번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354596,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8920,1577-1234,8920번 테스트 문자입니다.,"8920번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354597,ABCDEFG,김유신,2023.05.31,9,LMS,8920,1577-1234,8920번 담당자님 전달 문자입니다.,"8920번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354597,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8921,1577-1234,8921번 테스트 문자입니다.,"8921번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354598,ABCDEFG,김유신,2023.05.31,9,LMS,8921,1577-1234,8921번 담당자님 전달 문자입니다.,"8921번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354598,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8922,1577-1234,8922번 테스트 문자입니다.,"8922번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354599,ABCDEFG,김유신,2023.05.31,9,LMS,8922,1577-1234,8922번 담당자님 전달 문자입니다.,"8922번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354599,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8923,1577-1234,8923번 테스트 문자입니다.,"8923번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354600,ABCDEFG,김유신,2023.05.31,9,LMS,8923,1577-1234,8923번 담당자님 전달 문자입니다.,"8923번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354600,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8924,1577-1234,8924번 테스트 문자입니다.,"8924번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354601,ABCDEFG,김유신,2023.05.31,9,LMS,8924,1577-1234,8924번 담당자님 전달 문자입니다.,"8924번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354601,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8925,1577-1234,8925번 테스트 문자입니다.,"8925번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354602,ABCDEFG,김유신,2023.05.31,9,LMS,8925,1577-1234,8925번 담당자님 전달 문자입니다.,"8925번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354602,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8926,1577-1234,8926번 테스트 문자입니다.,"8926번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354603,ABCDEFG,김유신,2023.05.31,9,LMS,8926,1577-1234,8926번 담당자님 전달 문자입니다.,"8926번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354603,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8927,1577-1234,8927번 테스트 문자입니다.,"8927번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354604,ABCDEFG,김유신,2023.05.31,9,LMS,8927,1577-1234,8927번 담당자님 전달 문자입니다.,"8927번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354604,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8928,1577-1234,8928번 테스트 문자입니다.,"8928번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354605,ABCDEFG,김유신,2023.05.31,9,LMS,8928,1577-1234,8928번 담당자님 전달 문자입니다.,"8928번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354605,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8929,1577-1234,8929번 테스트 문자입니다.,"8929번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354606,ABCDEFG,김유신,2023.05.31,9,LMS,8929,1577-1234,8929번 담당자님 전달 문자입니다.,"8929번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354606,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8930,1577-1234,8930번 테스트 문자입니다.,"8930번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354607,ABCDEFG,김유신,2023.05.31,9,LMS,8930,1577-1234,8930번 담당자님 전달 문자입니다.,"8930번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354607,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8931,1577-1234,8931번 테스트 문자입니다.,"8931번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354608,ABCDEFG,김유신,2023.05.31,9,LMS,8931,1577-1234,8931번 담당자님 전달 문자입니다.,"8931번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354608,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8932,1577-1234,8932번 테스트 문자입니다.,"8932번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354609,ABCDEFG,김유신,2023.05.31,9,LMS,8932,1577-1234,8932번 담당자님 전달 문자입니다.,"8932번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354609,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8933,1577-1234,8933번 테스트 문자입니다.,"8933번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354610,ABCDEFG,김유신,2023.05.31,9,LMS,8933,1577-1234,8933번 담당자님 전달 문자입니다.,"8933번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354610,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8934,1577-1234,8934번 테스트 문자입니다.,"8934번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354611,ABCDEFG,김유신,2023.05.31,9,LMS,8934,1577-1234,8934번 담당자님 전달 문자입니다.,"8934번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354611,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8935,1577-1234,8935번 테스트 문자입니다.,"8935번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354612,ABCDEFG,김유신,2023.05.31,9,LMS,8935,1577-1234,8935번 담당자님 전달 문자입니다.,"8935번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354612,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8936,1577-1234,8936번 테스트 문자입니다.,"8936번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354613,ABCDEFG,김유신,2023.05.31,9,LMS,8936,1577-1234,8936번 담당자님 전달 문자입니다.,"8936번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354613,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8937,1577-1234,8937번 테스트 문자입니다.,"8937번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354614,ABCDEFG,김유신,2023.05.31,9,LMS,8937,1577-1234,8937번 담당자님 전달 문자입니다.,"8937번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354614,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8938,1577-1234,8938번 테스트 문자입니다.,"8938번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354615,ABCDEFG,김유신,2023.05.31,9,LMS,8938,1577-1234,8938번 담당자님 전달 문자입니다.,"8938번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354615,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8939,1577-1234,8939번 테스트 문자입니다.,"8939번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354616,ABCDEFG,김유신,2023.05.31,9,LMS,8939,1577-1234,8939번 담당자님 전달 문자입니다.,"8939번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354616,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8940,1577-1234,8940번 테스트 문자입니다.,"8940번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354617,ABCDEFG,김유신,2023.05.31,9,LMS,8940,1577-1234,8940번 담당자님 전달 문자입니다.,"8940번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354617,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8941,1577-1234,8941번 테스트 문자입니다.,"8941번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354618,ABCDEFG,김유신,2023.05.31,9,LMS,8941,1577-1234,8941번 담당자님 전달 문자입니다.,"8941번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354618,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8942,1577-1234,8942번 테스트 문자입니다.,"8942번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354619,ABCDEFG,김유신,2023.05.31,9,LMS,8942,1577-1234,8942번 담당자님 전달 문자입니다.,"8942번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354619,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8943,1577-1234,8943번 테스트 문자입니다.,"8943번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354620,ABCDEFG,김유신,2023.05.31,9,LMS,8943,1577-1234,8943번 담당자님 전달 문자입니다.,"8943번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354620,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8944,1577-1234,8944번 테스트 문자입니다.,"8944번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354621,ABCDEFG,김유신,2023.05.31,9,LMS,8944,1577-1234,8944번 담당자님 전달 문자입니다.,"8944번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354621,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8945,1577-1234,8945번 테스트 문자입니다.,"8945번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354622,ABCDEFG,김유신,2023.05.31,9,LMS,8945,1577-1234,8945번 담당자님 전달 문자입니다.,"8945번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354622,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8946,1577-1234,8946번 테스트 문자입니다.,"8946번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354623,ABCDEFG,김유신,2023.05.31,9,LMS,8946,1577-1234,8946번 담당자님 전달 문자입니다.,"8946번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354623,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8947,1577-1234,8947번 테스트 문자입니다.,"8947번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354624,ABCDEFG,김유신,2023.05.31,9,LMS,8947,1577-1234,8947번 담당자님 전달 문자입니다.,"8947번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354624,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8948,1577-1234,8948번 테스트 문자입니다.,"8948번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354625,ABCDEFG,김유신,2023.05.31,9,LMS,8948,1577-1234,8948번 담당자님 전달 문자입니다.,"8948번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354625,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8949,1577-1234,8949번 테스트 문자입니다.,"8949번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354626,ABCDEFG,김유신,2023.05.31,9,LMS,8949,1577-1234,8949번 담당자님 전달 문자입니다.,"8949번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354626,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8950,1577-1234,8950번 테스트 문자입니다.,"8950번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354627,ABCDEFG,김유신,2023.05.31,9,LMS,8950,1577-1234,8950번 담당자님 전달 문자입니다.,"8950번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354627,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8951,1577-1234,8951번 테스트 문자입니다.,"8951번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354628,ABCDEFG,김유신,2023.05.31,9,LMS,8951,1577-1234,8951번 담당자님 전달 문자입니다.,"8951번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354628,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8952,1577-1234,8952번 테스트 문자입니다.,"8952번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354629,ABCDEFG,김유신,2023.05.31,9,LMS,8952,1577-1234,8952번 담당자님 전달 문자입니다.,"8952번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354629,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8953,1577-1234,8953번 테스트 문자입니다.,"8953번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354630,ABCDEFG,김유신,2023.05.31,9,LMS,8953,1577-1234,8953번 담당자님 전달 문자입니다.,"8953번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354630,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8954,1577-1234,8954번 테스트 문자입니다.,"8954번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354631,ABCDEFG,김유신,2023.05.31,9,LMS,8954,1577-1234,8954번 담당자님 전달 문자입니다.,"8954번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354631,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8955,1577-1234,8955번 테스트 문자입니다.,"8955번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354632,ABCDEFG,김유신,2023.05.31,9,LMS,8955,1577-1234,8955번 담당자님 전달 문자입니다.,"8955번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354632,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8956,1577-1234,8956번 테스트 문자입니다.,"8956번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354633,ABCDEFG,김유신,2023.05.31,9,LMS,8956,1577-1234,8956번 담당자님 전달 문자입니다.,"8956번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354633,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:366,admin
8957,1577-1234,8957번 테스트 문자입니다.,"8957번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354634,ABCDEFG,김유신,2023.05.31,9,LMS,8957,1577-1234,8957번 담당자님 전달 문자입니다.,"8957번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354634,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8958,1577-1234,8958번 테스트 문자입니다.,"8958번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354635,ABCDEFG,김유신,2023.05.31,9,LMS,8958,1577-1234,8958번 담당자님 전달 문자입니다.,"8958번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354635,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8959,1577-1234,8959번 테스트 문자입니다.,"8959번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354636,ABCDEFG,김유신,2023.05.31,9,LMS,8959,1577-1234,8959번 담당자님 전달 문자입니다.,"8959번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354636,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8960,1577-1234,8960번 테스트 문자입니다.,"8960번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354637,ABCDEFG,김유신,2023.05.31,9,LMS,8960,1577-1234,8960번 담당자님 전달 문자입니다.,"8960번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354637,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8961,1577-1234,8961번 테스트 문자입니다.,"8961번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354638,ABCDEFG,김유신,2023.05.31,9,LMS,8961,1577-1234,8961번 담당자님 전달 문자입니다.,"8961번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354638,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8962,1577-1234,8962번 테스트 문자입니다.,"8962번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354639,ABCDEFG,김유신,2023.05.31,9,LMS,8962,1577-1234,8962번 담당자님 전달 문자입니다.,"8962번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354639,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8963,1577-1234,8963번 테스트 문자입니다.,"8963번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354640,ABCDEFG,김유신,2023.05.31,9,LMS,8963,1577-1234,8963번 담당자님 전달 문자입니다.,"8963번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354640,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8964,1577-1234,8964번 테스트 문자입니다.,"8964번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354641,ABCDEFG,김유신,2023.05.31,9,LMS,8964,1577-1234,8964번 담당자님 전달 문자입니다.,"8964번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354641,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8965,1577-1234,8965번 테스트 문자입니다.,"8965번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354642,ABCDEFG,김유신,2023.05.31,9,LMS,8965,1577-1234,8965번 담당자님 전달 문자입니다.,"8965번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354642,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8966,1577-1234,8966번 테스트 문자입니다.,"8966번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354643,ABCDEFG,김유신,2023.05.31,9,LMS,8966,1577-1234,8966번 담당자님 전달 문자입니다.,"8966번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354643,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8967,1577-1234,8967번 테스트 문자입니다.,"8967번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354644,ABCDEFG,김유신,2023.05.31,9,LMS,8967,1577-1234,8967번 담당자님 전달 문자입니다.,"8967번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354644,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8968,1577-1234,8968번 테스트 문자입니다.,"8968번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354645,ABCDEFG,김유신,2023.05.31,9,LMS,8968,1577-1234,8968번 담당자님 전달 문자입니다.,"8968번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354645,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8969,1577-1234,8969번 테스트 문자입니다.,"8969번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354646,ABCDEFG,김유신,2023.05.31,9,LMS,8969,1577-1234,8969번 담당자님 전달 문자입니다.,"8969번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354646,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
8970,1577-1234,8970번 테스트 문자입니다.,"8970번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354647,ABCDEFG,김유신,2023.05.31,9,LMS,8970,1577-1234,8970번 담당자님 전달 문자입니다.,"8970번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12354647,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:367,admin
